Pais,Region,Provincia,Comarca,Zona,Pueblo,Nombre de la ruta,Categoria,Dificultad,Descripcion dificultad,Distancia Total,Altitud minima,Altitud máxima,Desnivel acumulado,Tiempo total efectivo,Punto de salida / llegada,Población más cercana,Link archivo,Pdf_path,Fecha
España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Montellá y Martinet,Prat de Cadí desde Estana,Paisajes pintorescos;Familias y niños;Raquetas de nieve,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","7,6 km",1.492,1.826,360m,2:15h,Pàrking pueblo de Estana,Estana,https://www.rutaspirineos.org/rutas/prat-de-cadi-desde-estana,True,12/11/2025
España,Cataluña,Barcelona,Berguedá,Alto Llobregat,Bagá,Ruta del Trencapinyes y mirador de Els Orris,Familias y niños;Flora y fauna;Rutas circulares,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","2,5 km",1.797,1.915,130m,0:40h,Parking Ruta Trencapinyes,Bagá,https://www.rutaspirineos.org/rutas/ruta-del-trencapinyes-al-mirador-dels-orris,True,12/11/2025
España,Cataluña,Barcelona,Berguedá,Alto Llobregat,Bagá,Vía del Nicolau en el Alto Berguedá,Familias y niños;Patrimonio histórico,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,12 km,739,947,265m,3:30h,Sant Joan del Avellanet,Bagá,https://www.rutaspirineos.org/rutas/via-nicolau-baga-sant-joan-avellanet,True,12/11/2025
Andorra,Parroquia de Ordino,El Serrat,,,,Lago y pico del Estanyó (2.915m),"Lagos, ríos y cascadas;Ascensiones alta montaña;Flora y fauna",Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","11,7 km",1.783,2.915,1.175m,4:45h,La Canya de la Rabassa,El Serrat,https://www.rutaspirineos.org/rutas/estany-i-pic-de-estanyo-ordino-andorra,True,12/11/2025
Andorra,Parroquia de Ordino,El Serrat,,,,Pico de la Serrera (2.913m) por el valle de Sorteny,Rutas circulares;Ascensiones alta montaña,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","12,7 km",1.783,2.913,1.135m,6:30h,La Canya de la Rabassa,El Serrat,https://www.rutaspirineos.org/rutas/pic-de-la-serrera-ordino-vall-de-sorteny,True,12/11/2025
Francia,Languedoc-Rosellón,Pirineos Orientales,Alta Cerdaña,Mont-Louis,,Carlit (2.921m) desde el embalse de las Bulloses,Rutas circulares;Ascensiones alta montaña,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",15 km,2.016,2.921,950m,5:00h,Embalse de las Bulloses,Mont-Louis,https://www.rutaspirineos.org/rutas/pica-del-carlit-desde-les-bulloses,True,12/11/2025
Francia,Languedoc-Rosellón,Pirineos Orientales,Alta Cerdaña,Saint-Pierre-dels-Forcats,,El corredor Vermicelle en Cambre d'Aze,Crestas y corredores;Ascensiones alta montaña,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",12 km,1.637,2.740,1.200m,5:10h,Estación esquí Cambre d'Aze,Saint-Pierre-dels-Forcats,https://www.rutaspirineos.org/rutas/corredor-vermicelle-en-cambre-d-aze,True,12/11/2025
Francia,Languedoc-Rosellón,Pirineos Orientales,Alta Cerdaña,Angoustrine,,Mare de Déu de Bell-lloc desde Dorres,Familias y niños;Patrimonio histórico;Rutas circulares,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","4,9 km",1.440,1.680,250m,1:35h,Plaza principal de Dorres,Dorres,https://www.rutaspirineos.org/rutas/mare-de-deu-de-bell-lloc-desde-dorres,True,12/11/2025
Francia,Languedoc-Rosellón,Pirineos Orientales,Alta Cerdaña,Porté-Puymorens,,Pico de la Mina (2.683m) desde el collado de Puymorens,Ascensiones alta montaña;Raquetas de nieve,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","10,5 km",1.915,2.683,768m,3:45h,Collado de Puymorens,Porté-Puymorens,https://www.rutaspirineos.org/rutas/pico-de-la-mina-desde-el-collado-de-puymorens,True,12/11/2025
Francia,Languedoc-Rosellón,Pirineos Orientales,Alta Cerdaña,Porté-Puymorens,,Pico de Pedrons (2.715m) desde la frontera Andorra-Francia,Ascensiones alta montaña;Raquetas de nieve,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",8 km,1.896,2.715,825m,3:45h,Curva aduana Andorra-Francia,Porté-Puymorens,https://www.rutaspirineos.org/rutas/pico-de-pedrons-desde-la-frontera-andorra-francia,True,12/11/2025
Francia,Languedoc-Rosellón,Pirineos Orientales,Capcir,Puyvalador,,Roc de Madres (2.469m) desde Odelló,Ascensiones alta montaña;Raquetas de nieve,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16 km,1.510,2.469,1.150m,5:25h,Centro del pueblo Odelló de Ral,Odelló de Ral,https://www.rutaspirineos.org/rutas/roc-de-madres-desde-odello,True,12/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Las Valls d'Àneu,Alós de Isil,Mont Valier (2.838m) y pico de la Pala Clavera (2.721m),Rutas circulares;Ascensiones alta montaña,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","22,5 km",1.475,2.838,+1.600m/-830m | +880m/-1.650m,5:20h | 5:45h,Puente de Perosa,Alós d'Isil,https://www.rutaspirineos.org/rutas/mont-valier-petit-mont-valier-y-pico-de-la-pala-clavera,True,12/11/2025
Andorra,Parroquia de Escaldes-Engordany,Escaldes-Engordany,,,,Itinerario del Valle del Madriu,"Paisajes pintorescos;Lagos, ríos y cascadas;Patrimonio histórico",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"22,8 km",1.235,2.480,1.350m,7:00h,Carretera de la Plana,Escaldes-Engordany,https://www.rutaspirineos.org/rutas/vall-de-madriu-andorra,True,12/11/2025
Andorra,Parroquia de Escaldes-Engordany,Escaldes-Engordany,,,,Lago de la Nou y valles de Claror y Perafita,"Lagos, ríos y cascadas;Rutas circulares",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"12,9 km",1.235,2.280,1.150m,4:20h,Carretera de la Plana,Escaldes-Engordany,https://www.rutaspirineos.org/rutas/estany-de-la-nou-refugi-claror-perafita,True,12/11/2025
Andorra,Parroquia de la Massana,Arinsal,,,,Camino de Percanela - Les Fonts - Pla del Estany,Rutas circulares;Patrimonio histórico,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"9,1 km",1.475,2.060,600m,4:10h,Arinsal,Arinsal,https://www.rutaspirineos.org/rutas/cami-de-percanela-les-fonts-pla-de-estany,True,12/11/2025
Andorra,Parroquia de la Massana,Arinsal,,,,Pico de Comapedrosa (2.942m) desde Arinsal,"Ascensiones alta montaña;Lagos, ríos y cascadas;Rutas circulares",Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","14,3 km",1.575,2.942,1.380m,6:05h,Arinsal - Prats Sobirans,Arinsal,https://www.rutaspirineos.org/rutas/pic-de-comapedrosa-arinsal-andorra,True,12/11/2025
