route_id,pais,region,provincia,comarca,zona,pueblo,nombre_ruta,categoria,dificultad,descripcion_dificultad,distancia_total,altitud_minima,altitud_maxima,desnivel_acumulado,Tiempo_total,Punto_salida_llegada,poblacion_cercana,link_archivo,pdf_path,fecha,distancia_total_km,altitud_minima_m,altitud_maxima_m,desnivel_acumulado_pos,desnivel_acumulado_neg,tiempo_total_min,dificultad_org,pais_org,region_org,provincia_org,comarca_org,zona_org,pueblo_org,nombre_ruta_org,Punto_salida_llegada_org,poblacion_cercana_org,categoria_org
95,espana,aragon,huesca,la ribagorza,valle de benasque,benasque,forau y cascada de aigualluts,familias y ninos;paisajes pintorescos;rutas circulares,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,7 km,1.9,2.28,400m,3:00h,la besurta,benasque,https://www.rutaspirineos.org/rutas/forau-de-aigualluts-refugio-renclusa-desde-la-besurta,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-forau-de-aigualluts-refugio-renclusa-desde-la-besurta_es.pdf,11/11/2025,7.0,1.9,2.28,400.0,,180.0,Media,España,Aragón,Huesca,La Ribagorza,Valle de Benasque,Benasque,Forau y cascada de Aigualluts,La Besurta,Benasque,familias y ninos;paisajes pintorescos;rutas circulares
96,espana,cataluna,barcelona,bergueda,sierra de ensija,figols,gallina pelada 2317m por peguera,rutas circulares;ascensiones media montana;raquetas de nieve,alta,"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",13 km,1.58,2.317,800m,5:15h,collado de la creu de fumanya,figols,https://www.rutaspirineos.org/rutas/gallina-pelada-por-peguera,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gallina-pelada-por-peguera_es.pdf,11/11/2025,13.0,1.58,2317.0,800.0,,315.0,Alta (F),España,Cataluña,Barcelona,Berguedá,Sierra de Ensija,Fígols,Gallina Pelada (2.317m) por Peguera,Collado de la Creu de Fumanya,Fígols,rutas circulares;ascensiones media montana;raquetas de nieve
97,francia,aquitania,pirineos atlanticos,sola soulezuberoa,tardetssorholus,,las gargantas de kakueta  gorges de kakuetta,paisajes pintorescos;familias y ninos;lagos;rios y cascadas,baja,"Paseos cortos, con poco desnivel y sin dificultades.","4,1 km",430.0,520.0,100m,2:00h,bar la cascade,urdatxsanta grazi stengrace,https://www.rutaspirineos.org/rutas/gorges-de-kakuetta,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gorges-de-kakuetta_es.pdf,11/11/2025,4.1,430.0,520.0,100.0,,120.0,Baja,Francia,Aquitania,Pirineos Atlánticos,Sola (Soule-Zuberoa),Tardets-Sorholus,,Las gargantas de Kakueta - Gorges de Kakuetta,"Bar ""La Cascade""",Urdatx-Santa Grazi (St.-Engrâce),paisajes pintorescos;familias y ninos;lagos;rios y cascadas
98,francia,languedocrosellon,pirineos orientales,vallespir,arles de tec,,las gargantas de la fou gorges de la fou,familias y ninos;lagos;rios y cascadas;flora y fauna,baja,"Paseos cortos, con poco desnivel y sin dificultades.",3 km,344.0,470.0,157m,1:45h,aparcamiento gorges de la fou,arles de tec,https://www.rutaspirineos.org/rutas/gorges-de-la-fou-arles-sur-tech,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gorges-de-la-fou-arles-sur-tech_es.pdf,11/11/2025,3.0,344.0,470.0,157.0,,105.0,Baja,Francia,Languedoc-Rosellón,Pirineos Orientales,Vallespir,Arles de Tec,,Las gargantas de la Fou (Gorges de la Fou),Aparcamiento Gorges de la Fou,Arles de Tec,familias y ninos;lagos;rios y cascadas;flora y fauna
99,espana,cataluna,gerona,alto ampurdan,cabo de creus,,gr 11  etapa 01 cabo de creus  el puerto de la selva,rutas por etapas y grs,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"15,5 km",5.0,190.0,+550m / -565m,4:00h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-01-cabo-de-creus-puerto-de-la-selva,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-01-cabo-de-creus-puerto-de-la-selva_es.pdf,11/11/2025,15.5,5.0,190.0,550.0,-565.0,240.0,Notable,España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,,GR 11 - Etapa 01: Cabo de Creus - El Puerto de la Selva,,,rutas por etapas y grs
100,espana,cataluna,gerona,alto ampurdan,cabo de creus,,gr 11  etapa 02 el puerto de la selva  vilamaniscle,rutas por etapas y grs,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"21,1 km",5.0,515.0,+925m / -775m,6:00h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-02-puerto-de-la-selva-vilamaniscle,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-02-puerto-de-la-selva-vilamaniscle_es.pdf,11/11/2025,21.1,5.0,515.0,925.0,-775.0,360.0,Notable,España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,,GR 11 - Etapa 02: El Puerto de la Selva - Vilamaniscle,,,rutas por etapas y grs
101,espana,cataluna,gerona,alto ampurdan,las salinas y la albera,,gr 11  etapa 03 vilamaniscle  requesens,rutas por etapas y grs,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"29,0 km",100.0,700.0,+990m / -645m,8:30h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-03-vilamaniscle-requesens,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-03-vilamaniscle-requesens_es.pdf,11/11/2025,29.0,100.0,700.0,990.0,-645.0,510.0,Notable,España,Cataluña,Gerona,Alto Ampurdán,Las Salinas y la Albera,,GR 11 - Etapa 03: Vilamaniscle - Requesens,,,rutas por etapas y grs
102,espana,cataluna,gerona,alto ampurdan,las salinas y la albera,,gr 11  etapa 04 requesens  la vajol,rutas por etapas y grs,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"24,5 km",105.0,768.0,+ 915m / - 869m,7:00h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-04-requesens-la-vajol,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-04-requesens-la-vajol_es.pdf,11/11/2025,24.5,105.0,768.0,915.0,-869.0,420.0,Notable,España,Cataluña,Gerona,Alto Ampurdán,Las Salinas y la Albera,,GR 11 - Etapa 04: Requesens - La Vajol,,,rutas por etapas y grs
103,espana,cataluna,gerona,alto ampurdan,las salinas y la albera,,gr 11  etapa 05 la vajol  albanya,rutas por etapas y grs,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"25,5 km",220.0,703.0,+850m / -1.159m,7:40h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-05-la-vajol-albanya,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-05-la-vajol-albanya_es.pdf,11/11/2025,25.5,220.0,703.0,850.0,-1159.0,460.0,Notable,España,Cataluña,Gerona,Alto Ampurdán,Las Salinas y la Albera,,GR 11 - Etapa 05: La Vajol - Albanyà,,,rutas por etapas y grs
104,espana,cataluna,gerona,garrotxa,alta garrotxa,,gr 11  etapa 06 albanya  sant aniol daguja,rutas por etapas y grs,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"16,8 km",220.0,1.128,+975m / -769m,5:30h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-06-albanya-sant-aniol-aguja,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-06-albanya-sant-aniol-aguja_es.pdf,11/11/2025,16.8,220.0,1128.0,975.0,-769.0,330.0,Notable,España,Cataluña,Gerona,Garrotxa,Alta Garrotxa,,GR 11 - Etapa 06: Albanyà - Sant Aniol d'Aguja,,,rutas por etapas y grs
105,espana,cataluna,gerona,garrotxa,alta garrotxa,,gr 11  etapa 07 sant aniol daguja  beget,rutas por etapas y grs,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"15,5 km",367.0,755.0,+850m / -762m,4:50h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-07-sant-aniol-aguja-beget,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-07-sant-aniol-aguja-beget_es.pdf,11/11/2025,15.5,367.0,755.0,850.0,-762.0,290.0,Notable,España,Cataluña,Gerona,Garrotxa,Alta Garrotxa,,GR 11 - Etapa 07: Sant Aniol d'Aguja - Beget,,,rutas por etapas y grs
106,espana,cataluna,gerona,el ripolles,valle de camprodon,,gr 11  etapa 08 beget  setcases,rutas por etapas y grs,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"23,0 km",531.0,1.865,+1.600m / -861m,6:50h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-08-beget-setcases,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-08-beget-setcases_es.pdf,11/11/2025,23.0,531.0,1865.0,1600.0,-861.0,410.0,Notable,España,Cataluña,Gerona,El Ripollés,Valle de Camprodón,,GR 11 - Etapa 08: Beget - Setcases,,,rutas por etapas y grs
107,espana,cataluna,gerona,el ripolles,valle de camprodon,,gr 11  etapa 09 setcases  santuario de nuria,rutas por etapas y grs,alta,"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","19,5 km",1.27,2.826,+1.750m / -1.060m,6:40h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-09-setcases-santuario-de-nuria,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-09-setcases-santuario-de-nuria_es.pdf,11/11/2025,19.5,1.27,2826.0,1750.0,-1060.0,400.0,Alta (F),España,Cataluña,Gerona,El Ripollés,Valle de Camprodón,,GR 11 - Etapa 09: Setcases - Santuario de Nuria,,,rutas por etapas y grs
108,espana,cataluna,gerona,el ripolles,valle de ribes y nuria,,gr 11  etapa 10 santuario de nuria  planoles,rutas por etapas y grs,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"17,5 km",1.145,1.986,+840m / -1.655m,5:45h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-10-santuario-de-nuria-planoles,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-10-santuario-de-nuria-planoles_es.pdf,11/11/2025,17.5,1145.0,1986.0,840.0,-1655.0,345.0,Notable,España,Cataluña,Gerona,El Ripollés,Valle de Ribes y Nuria,,GR 11 - Etapa 10: Santuario de Nuria - Planoles,,,rutas por etapas y grs
109,espana,cataluna,gerona,el ripolles,valle de ribes y nuria,,gr 11  etapa 11 planoles  puigcerda,rutas por etapas y grs,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"27,5 km",1.124,2.005,+1.025m / -1.030m,7:25h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-11-planoles-puigcerda,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-11-planoles-puigcerda_es.pdf,11/11/2025,27.5,1124.0,2005.0,1025.0,-1030.0,445.0,Notable,España,Cataluña,Gerona,El Ripollés,Valle de Ribes y Nuria,,GR 11 - Etapa 11: Planoles - Puigcerdá,,,rutas por etapas y grs
110,espana,cataluna,gerona,cerdana gerona,valle de la cerdana gerona,,gr 11  etapa 12 puigcerda  refugio de malniu,rutas por etapas y grs,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"15,0 km",1.14,2.21,+1.100m / -110m,4:15h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-12-puigcerda-refugio-del-malniu,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-12-puigcerda-refugio-del-malniu_es.pdf,11/11/2025,15.0,1.14,2.21,1100.0,-110.0,255.0,Notable,España,Cataluña,Gerona,Cerdaña (Gerona),Valle de la Cerdaña (Gerona),,GR 11 - Etapa 12: Puigcerdá - Refugio de Malniu,,,rutas por etapas y grs
111,espana,cataluna,gerona,cerdana gerona,valle de la cerdana gerona,,gr 11  etapa 13 refugio de malniu  refugio del illa,rutas por etapas y grs,alta,"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",15 km,2.09,2.691,+1.200m / -850m,5:20h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-13-refugio-malniu-refugio-illa,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-13-refugio-malniu-refugio-illa_es.pdf,11/11/2025,15.0,2.09,2691.0,1200.0,-850.0,320.0,Alta (F),España,Cataluña,Gerona,Cerdaña (Gerona),Valle de la Cerdaña (Gerona),,GR 11 - Etapa 13: Refugio de Malniu - Refugio del Illa,,,rutas por etapas y grs
112,andorra,parroquia de encamp,,,,,gr 11  etapa 14 refugio de lilla  encamp,rutas por etapas y grs,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"16,0 km",1.27,2.48,+225m / -1.435m,4:15h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-14-refugio-illa-encamp,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-14-refugio-illa-encamp_es.pdf,11/11/2025,16.0,1.27,2.48,225.0,-1435.0,255.0,Notable,Andorra,Parroquia de Encamp,,,,,GR 11 - Etapa 14: Refugio de l'Illa - Encamp,,,rutas por etapas y grs
113,andorra,parroquia de ordino,,,,,gr 11  etapa 15 encamp  arans,rutas por etapas y grs,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"15,5 km",1.27,1.983,+1.275m / -1.190m,4:45h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-15-encamp-arans,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-15-encamp-arans_es.pdf,11/11/2025,15.5,1.27,1983.0,1275.0,-1190.0,285.0,Notable,Andorra,Parroquia de Ordino,,,,,GR 11 - Etapa 15: Encamp - Arans,,,rutas por etapas y grs
114,andorra,parroquia de ordino,,,,,gr 11  etapa 16 arans  refugio de baiau,rutas por etapas y grs,alta,"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","12,5 km",1.355,2.757,+2.100m / -938m,5:45h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-16-arans-refugio-baiau,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-16-arans-refugio-baiau_es.pdf,11/11/2025,12.5,1355.0,2757.0,2100.0,-938.0,345.0,Alta (F),Andorra,Parroquia de Ordino,,,,,GR 11 - Etapa 16: Arans - Refugio de Baiau,,,rutas por etapas y grs
115,espana,cataluna,lerida,pallars sobira,vall ferrera,,gr 11  etapa 17 refugio de baiau  areu,rutas por etapas y grs,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"15,4 km",1.225,2.517,+60m / -1.352m,4:00h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-17-refugio-baiau-areu,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-17-refugio-baiau-areu_es.pdf,11/11/2025,15.4,1225.0,2517.0,60.0,-1352.0,240.0,Notable,España,Cataluña,Lérida,Pallars Sobirá,Vall Ferrera,,GR 11 - Etapa 17: Refugio de Baiau - Àreu,,,rutas por etapas y grs
116,espana,cataluna,lerida,pallars sobira,vall ferrera,,gr 11  etapa 18 areu  tavascan,rutas por etapas y grs,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"16,6 km",1.12,2.239,+1.100m / -1.205m,5:00h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-18-areu-tavascan,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-18-areu-tavascan_es.pdf,11/11/2025,16.6,1.12,2239.0,1100.0,-1205.0,300.0,Notable,España,Cataluña,Lérida,Pallars Sobirá,Vall Ferrera,,GR 11 - Etapa 18: Àreu - Tavascan,,,rutas por etapas y grs
117,espana,cataluna,lerida,pallars sobira,valle de cardos,,gr 11  etapa 19 tavascan  estaon,rutas por etapas y grs,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"11,9 km",1.12,1.843,+850m / -715m,4:15h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-19-tavascan-estaon,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-19-tavascan-estaon_es.pdf,11/11/2025,11.9,1.12,1843.0,850.0,-715.0,255.0,Notable,España,Cataluña,Lérida,Pallars Sobirá,Valle de Cardós,,GR 11 - Etapa 19: Tavascan - Estaon,,,rutas por etapas y grs
118,espana,cataluna,lerida,pallars sobira,las valls daneu,,gr 11  etapa 20 estaon  la guingueta daneu,rutas por etapas y grs,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"11,8 km",941.0,2.221,+975m / -1.289m,4:15h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-20-estaon-guingueta-aneu,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-20-estaon-guingueta-aneu_es.pdf,11/11/2025,11.8,941.0,2221.0,975.0,-1289.0,255.0,Notable,España,Cataluña,Lérida,Pallars Sobirá,Las Valls d'Àneu,,GR 11 - Etapa 20: Estaon - La Guingueta d'Àneu,,,rutas por etapas y grs
119,espana,cataluna,lerida,pallars sobira,las valls daneu,,gr 11  etapa 21 la guingueta daneu  sant maurici refugio mallafre,rutas por etapas y grs,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"17,5 km",941.0,1.893,+1.190m / -238m,5:30h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-21-guingueta-aneu-sant-maurici-refugio-mallafre,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-21-guingueta-aneu-sant-maurici-refugio-mallafre_es.pdf,11/11/2025,17.5,941.0,1893.0,1190.0,-238.0,330.0,Notable,España,Cataluña,Lérida,Pallars Sobirá,Las Valls d'Àneu,,GR 11 - Etapa 21: La Guingueta d'Àneu - Sant Maurici Refugio Mallafré,,,rutas por etapas y grs
120,espana,cataluna,lerida,pallars sobira,las valls daneu,,gr 11  etapa 22 refugio mallafre  refugio de colomers,rutas por etapas y grs,alta,"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","12,5 km",1.87,2.594,+800m / -555m,4:15h,,,https://www.rutaspirineos.org/rutas/gr-11-transpirenaica-etapa-22-refugio-mallafre-refugio-colomers,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-gr-11-transpirenaica-etapa-22-refugio-mallafre-refugio-colomers_es.pdf,11/11/2025,12.5,1.87,2594.0,800.0,-555.0,255.0,Alta (F),España,Cataluña,Lérida,Pallars Sobirá,Las Valls d'Àneu,,GR 11 - Etapa 22: Refugio Mallafré - Refugio de Colomers,,,rutas por etapas y grs
