route_id,pdf_path,table_idx,punto_de_paso,tiempo,altura,latitud,longitud
57,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-collada-de-conflent-os-de-civis_es.pdf,2,Desvío borda Gavatxó,0:05h,1.720m,42.5084639º,1.4225149º,
57,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-collada-de-conflent-os-de-civis_es.pdf,2,Pla de la Cabana,0:35h,1.910m,42.5076257º,1.4069511º,
57,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-collada-de-conflent-os-de-civis_es.pdf,2,Collado de Conﬂ ent,1:15h,2.177m,42.5040125º,1.3971987º,
57,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-collada-de-conflent-os-de-civis_es.pdf,2,Servellà,1:50h,2.164m,42.5004410º,1.4274716º,
57,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-collada-de-conflent-os-de-civis_es.pdf,2,Enlace pista - Obaga d’Os de Civís,2:15h,1.970m,42.5030351º,1.264350º,
57,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-collada-de-conflent-os-de-civis_es.pdf,2,Pista de la collada de Conﬂ ent,3:00h,1.686m,42.5080230º,1.4274330º,
58,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-congost-de-mont-rebei_es.pdf,3,La Masieta,0:00h,512m,42.0974605º,0.6962374º,
58,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-congost-de-mont-rebei_es.pdf,3,Puente barranco de Sant Jaume,0:15h,496m,42.0892469º,0.6857079º,
58,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-congost-de-mont-rebei_es.pdf,3,Inicio Congost de Mont-rebei,0:30h,502m,42.0830990º,0.6836059º,
58,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-congost-de-mont-rebei_es.pdf,3,Cueva Colomera,0:55h,635m,42.0780153º,0.6815928º,
58,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-congost-de-mont-rebei_es.pdf,3,Cruce de caminos La Pertusa / Montfalcó,1:20h,595m,42.0708378º,0.6791782º,
58,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-congost-de-mont-rebei_es.pdf,3,Puente colgante hacia Montfalcó,1:35h,510m,42.0682287º,0.6737304º,
58,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-congost-de-mont-rebei_es.pdf,3,La Masieta,3:10h,512m,42.0974605º,0.6962374º,
59,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-congost-del-ter-i-muntanya-de-sants-metges-sant-julia-de-ramis_es.pdf,1,Plaza de la Font Picant,0:00h,70m,42.034427º,2.839497º,
59,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-congost-del-ter-i-muntanya-de-sants-metges-sant-julia-de-ramis_es.pdf,1,Cruce,0:10h,51m,42.030132º,2.843556º,
59,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-congost-del-ter-i-muntanya-de-sants-metges-sant-julia-de-ramis_es.pdf,1,Desvío hacia la izquierda,0:55h,47m,42.038103º,2.858791º,
59,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-congost-del-ter-i-muntanya-de-sants-metges-sant-julia-de-ramis_es.pdf,1,Sants Metges,1:35h,182m,42.028132º,2.853674º,
59,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-congost-del-ter-i-muntanya-de-sants-metges-sant-julia-de-ramis_es.pdf,1,Plaza de la Font Picant,2:20h,70m,42.034427º,2.839497º,
60,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-corredor-vermicelle-en-cambre-d-aze_es.pdf,3,Aparcamiento estación Cambre d’Aze,0:00h,N 42.4849704º,E 2.1171042º,1.637m,
60,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-corredor-vermicelle-en-cambre-d-aze_es.pdf,3,Pla de Cambre d’Aze,0:45h,N 42.4721700º,E 2.1174880º,1.933m,
60,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-corredor-vermicelle-en-cambre-d-aze_es.pdf,3,Inicio de la canal Vermicelle,1:45h,N 42.4564170º,E 2.1253870º,2.390m,
60,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-corredor-vermicelle-en-cambre-d-aze_es.pdf,3,"4 5
        Salida de la canal Vermicelle",3:05h,N 42.4522530º,E 2.1265560º,2.701m,
60,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-corredor-vermicelle-en-cambre-d-aze_es.pdf,3,Pico de Cambre d’Aze,3:25h,N 42.4520990º,E 2.1320160º,2.740m,
60,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-corredor-vermicelle-en-cambre-d-aze_es.pdf,3,"6 7
        Inicio del descenso canal Central",3:30h,N 42.4509350º,E 2.1307450º,2.722m,
60,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-corredor-vermicelle-en-cambre-d-aze_es.pdf,3,Circo de Cambre d’Aze,4:10h,N 42.4572200º,E 2.1265810º,2.336m,
60,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-corredor-vermicelle-en-cambre-d-aze_es.pdf,3,Aparcamiento estación Cambre d’Aze,5:10h,N 42.4849704º,E 2.1171042º,1.637m,
61,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-costa-pubilla-pla-de-pujalts-santuari-montgrony-ripolles_es.pdf,4,Aparcamiento Santuario de Montgrony,0:00h,1.352m,42.2660917º,2.0846435º,
61,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-costa-pubilla-pla-de-pujalts-santuari-montgrony-ripolles_es.pdf,4,Iglesia de Sant Pere de Montgrony,0:10h,1.403m,42.2662644º,2.0856320º,
61,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-costa-pubilla-pla-de-pujalts-santuari-montgrony-ripolles_es.pdf,4,Refugio de les Planelles,0:20h,1.375m,42.2701090º,2.0854931º,
61,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-costa-pubilla-pla-de-pujalts-santuari-montgrony-ripolles_es.pdf,4,Dejamos pista / tomamos sendero izquierda,0:27h,1.405m,42.2725582º,2.0859385º,
61,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-costa-pubilla-pla-de-pujalts-santuari-montgrony-ripolles_es.pdf,4,Cruce de caminos,0:50h,1.521m,42.2709906º,2.0770415º,
61,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-costa-pubilla-pla-de-pujalts-santuari-montgrony-ripolles_es.pdf,4,Collado de Coma Ermada,2:00h,1.875m,42.2862623º,2.0889037º,
61,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-costa-pubilla-pla-de-pujalts-santuari-montgrony-ripolles_es.pdf,4,Costa Pubilla o Pla de Pujalts,2:30h,2.056m,42.2857470º,2.0805752º,
61,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-costa-pubilla-pla-de-pujalts-santuari-montgrony-ripolles_es.pdf,4,Collado de la Bona,2:55h,1.888m,42.2908082º,2.0703672º,
61,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-costa-pubilla-pla-de-pujalts-santuari-montgrony-ripolles_es.pdf,4,Fontetes de Meians,3:15h,1.755m,42.2861460º,2.0690960º,
61,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-costa-pubilla-pla-de-pujalts-santuari-montgrony-ripolles_es.pdf,4,Collet de Meians,3:50h,1.463m,42.2780288º,2.0568113º,
61,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-costa-pubilla-pla-de-pujalts-santuari-montgrony-ripolles_es.pdf,4,Aparcamiento Santuario de Montgrony,4:30h,1.352m,42.2660917º,2.0846435º,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,Punto de paso,Tiempo,Altura,Latitud,Longitud,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,1er día,,,,,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,Aparcamiento puente Espigantosa,0:00h,1.550m,42.6138430º,0.4783730º,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,Puente de Presentet,0:35h,1.780m,42.6227140º,0.4710300º,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,3,,,,,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,Refugio Ángel Orús,1:45h,2.150m,42.6274570º,0.4575700º,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,2o día,,,,,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,3,,,,,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,Refugio Ángel Orús,0:00h,2.150m,42.6274570º,0.4575700º,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,4,,,,,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,Cartel de señalización,0:45h,2.361m,42.6337860º,0.450968º,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,5,,,,,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,Desvío ibón de Llardaneta,1:15h,2.533m,42.6374780º,0.4430060º,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,"6 7
       Ibón de Llardaneta",1:35h,2.668m,42.6379290º,0.4366820º,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,Collado de Pavots,2:40h,3.097m,42.6416497º,0.4240023º,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,Pico Pavots,2:45h,3.121m,42.6407800º,0.4239640º,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,Pico Espadas,4:00h,3.332m,42.6494360º,0.4254400º,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,10,,,,,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,Tuca de Llardaneta,4:40h,3.311m,42.6508003º,0.4273044º,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,Tuqueta Roya,5:10h,3.266m,42.6530310º,0.4327930º,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,12,,,,,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,Pico Posets,5:45h,3.375m,42.6546310º,0.4352560º,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,Collado del Diente de Llardana,6:30h,3.026m,42.6477900º,0.4356770º,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,1,,,,,
62,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cresta-de-espadas-al-posets_es.pdf,4,Aparcamiento puente Espigantosa,10:15h,1.550m,42.6138430º,0.4783730º,
63,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-de-llafranc-a-tamariu-camins-tradicionals-ronda_es.pdf,1,Oficina de turismo de Llafranc,0:00h,2m,41.894152º,3.193962º,
63,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-de-llafranc-a-tamariu-camins-tradicionals-ronda_es.pdf,1,Dolmen de Can Mina dels Torrents,0:25h,50m,41.903308º,3.190743º,
63,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-de-llafranc-a-tamariu-camins-tradicionals-ronda_es.pdf,1,Carretera GIV-4562,0:45h,80m,41.907825º,3.197562º,
63,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-de-llafranc-a-tamariu-camins-tradicionals-ronda_es.pdf,1,Desvío sendero,1:10h,148m,41.914930º,3.200430º,
63,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-de-llafranc-a-tamariu-camins-tradicionals-ronda_es.pdf,1,Fuente de Cruanyes,1:35h,50m,41.920995º,3.196557º,
63,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-de-llafranc-a-tamariu-camins-tradicionals-ronda_es.pdf,1,Playa de Tamariu,2:05h,4m,41.917850º,3.207166º,
63,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-de-llafranc-a-tamariu-camins-tradicionals-ronda_es.pdf,1,Cala Pedrosa,2:40h,2m,41.908019º,3.206858º,
63,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-de-llafranc-a-tamariu-camins-tradicionals-ronda_es.pdf,1,Mirador de Sant Sebastià,3:40h,166m,41.896824º,3.202851º,
63,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-de-llafranc-a-tamariu-camins-tradicionals-ronda_es.pdf,1,Oficina de turismo de Llafranc,4:00h,2m,41.894152º,3.193962º,
64,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-de-sadernes-a-santa-barbara-de-pruneres_es.pdf,2,Sadernes,0:00h,301m,42.270217º,2.596317º,
64,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-de-sadernes-a-santa-barbara-de-pruneres_es.pdf,2,Collado de Jou,0:40h,492m,42.276573º,2.578599º,
64,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-de-sadernes-a-santa-barbara-de-pruneres_es.pdf,2,Collado de Sitrelles,0:50h,528m,42.273922º,2.571202º,
64,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-de-sadernes-a-santa-barbara-de-pruneres_es.pdf,2,Santa Bàrbara de Pruneres,1:20h,722m,42.275308º,2.558620º,
64,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-de-sadernes-a-santa-barbara-de-pruneres_es.pdf,2,Desvío señalizado,1:30h,618m,42.270683º,2.558022º,
64,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-de-sadernes-a-santa-barbara-de-pruneres_es.pdf,2,Sadernes,2:45h,301m,42.270217º,2.596317º,
65,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-dent-d-orlu-por-el-sarrat-de-la-llau_es.pdf,2,Final de la pista forestal de Ascou,0:00h,1.512m,N 42.7063100º,E 1.9308380,
65,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-dent-d-orlu-por-el-sarrat-de-la-llau_es.pdf,2,Sarrat de la Llau,0:50h,1.840m,N 42.7015750º,E 1.9412370º,
65,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-dent-d-orlu-por-el-sarrat-de-la-llau_es.pdf,2,Collado de Brasseil,1:15h,1.998m,N 42.6961690º,E 1.9413690º,
65,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-dent-d-orlu-por-el-sarrat-de-la-llau_es.pdf,2,Dent d’Orlu,2:00h,2.222m,N 42.6927340º,E 1.9397550º,
65,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-dent-d-orlu-por-el-sarrat-de-la-llau_es.pdf,2,Final de la pista forestal de Ascou,3:30h,1.512m,N 42.7063100º,E 1.9308380º,
66,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-cadinell-desde-josa-de-cadi_es.pdf,1,Aparcamiento en la entrada de Josa de Cadí,0:00h,1.393m,42.258360º,1.618166º,
66,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-cadinell-desde-josa-de-cadi_es.pdf,1,Iglesia de Santa Maria de Josa,0:10h,1.425m,42.259425º,1.615385º,
66,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-cadinell-desde-josa-de-cadi_es.pdf,1,Collado de Jovell,1:15h,1.792m,42.270727º,1.597775º,
66,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-cadinell-desde-josa-de-cadi_es.pdf,1,Arista cimera,2:00h,2.072m,42.263975º,1.595152º,
66,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-cadinell-desde-josa-de-cadi_es.pdf,1,Cima del Cadinell,2:15h,2.113m,42.264375º,1.597957º,
66,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-cadinell-desde-josa-de-cadi_es.pdf,1,Aparcamiento en la entrada de Josa de Cadí,3:30h,1.393m,42.258360º,1.618166º,
67,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-castillo-de-llorda_es.pdf,2,Llordá,0:00h,N 42.1138960º,E 1.0832800º,792m,
67,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-castillo-de-llorda_es.pdf,2,La Basseta,0:25h,N 42.1193720º,E 1.0946690º,920m,
67,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-castillo-de-llorda_es.pdf,2,3,,,,,
67,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-castillo-de-llorda_es.pdf,2,Castillo de Llordá,0:45h,N 42.1159640º,E 1.0906460º,944m,
67,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-castillo-de-llorda_es.pdf,2,4,,,,,
67,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-castillo-de-llorda_es.pdf,2,Mirador del castillo de Llordá,0:47h,N 42.1153770º,E 1.0899940º,931m,
67,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-castillo-de-llorda_es.pdf,2,Llordá,1:15h,N 42.1138960º,E 1.0832800º,792m,
70,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-valle-de-assua-desde-sort_es.pdf,4,Sort - Hotel Les Brases,0:00h,692m,42.4148759º,1.1323210º,
70,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-valle-de-assua-desde-sort_es.pdf,4,Pista asfaltada,0:30h,850m,42.4182029º,1.1235149º,
70,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-valle-de-assua-desde-sort_es.pdf,4,Olp,1:15h,1.095m,42.4301069º,1.1144570º,
70,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-valle-de-assua-desde-sort_es.pdf,4,Carretera LV-5223,2:15h,958m,42.4497620º,1.1077529º,
70,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-valle-de-assua-desde-sort_es.pdf,4,Altron,2:30h,955m,42.4507070º,1.1035219º,
70,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-valle-de-assua-desde-sort_es.pdf,4,Sorre,3:15h,1.073m,42.4526439º,1.0990939º,
70,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-valle-de-assua-desde-sort_es.pdf,4,Llessuí,3:45h,1.393m,42.4504589º,1.0738849º,
70,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-valle-de-assua-desde-sort_es.pdf,4,Saurí,4:00h,1.226m,42.3897310º,1.1297020º,
70,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-valle-de-assua-desde-sort_es.pdf,4,Collado de Trases,5:15h,1.452m,42.4351910º,1.0923250º,
70,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-valle-de-assua-desde-sort_es.pdf,4,1     Bordas de Olp,5:35h,1.457m,42.4306440º,1.0927629º,
70,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-valle-de-assua-desde-sort_es.pdf,4,1     Carretera de Olp a Pujalt,6:20h,1.169m,42.4260049º,1.1126679º,
70,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-valle-de-assua-desde-sort_es.pdf,4,1     Pujalt,6:50h,1.162m,42.3897310º,1.1297020º,
70,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-el-valle-de-assua-desde-sort_es.pdf,4,1     Sort - Hotel Les Brases,7:50h,692m,42.4148759º,1.1323210º,
71,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-els-carcaixells-en-cama-i-el-montclar-al-massis-de-ardenya_es.pdf,1,Can Llaurador,0:00h,67m,41.806543º,2.971256º,
71,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-els-carcaixells-en-cama-i-el-montclar-al-massis-de-ardenya_es.pdf,1,Menhir de Can Llaurador,0:05h,81m,41.804004º,2.969621º,
71,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-els-carcaixells-en-cama-i-el-montclar-al-massis-de-ardenya_es.pdf,1,Cruce del paso de la Miloca,0:15h,89m,41.797282º,2.965155º,
71,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-els-carcaixells-en-cama-i-el-montclar-al-massis-de-ardenya_es.pdf,1,Capilla de los Carcaixells,0:30h,224m,41.796908º,2.959810º,
71,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-els-carcaixells-en-cama-i-el-montclar-al-massis-de-ardenya_es.pdf,1,Paso de los Arítjols,0:45h,273m,41.795705º,2.959252º,
71,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-els-carcaixells-en-cama-i-el-montclar-al-massis-de-ardenya_es.pdf,1,Paso de la Canaleta,1:05h,312m,41.792461º,2.958756º,
71,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-els-carcaixells-en-cama-i-el-montclar-al-massis-de-ardenya_es.pdf,1,Collado del Montclar,1:15h,364m,41.788704º,2.958033º,
