route_id,pais,region,provincia,comarca,zona,pueblo,nombre_ruta,categoria,dificultad,descripcion_dificultad,distancia_total,altitud_minima,altitud_maxima,desnivel_acumulado,Tiempo_total,Punto_salida_llegada,poblacion_cercana,link_archivo,pdf_path,fecha
206,España,Aragón,Huesca,La Ribagorza,Valle de Benasque,Eriste,Posets (3.375m) por el refugio Ángel Orús,Ascensiones alta montaña;Cimas de 3.000m,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16 km,1.55,3.375,+600m | +1.275m/-1.875m,1:45h | 8:00h,Párking puente de Espigantosa,Eriste,https://www.rutaspirineos.org/rutas/posets-por-refugio-angel-orus,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-posets-por-refugio-angel-orus_es.pdf,11/11/2025
207,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Montellá y Martinet,Prat de Cadí desde Estana,Paisajes pintorescos;Familias y niños;Raquetas de nieve,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","7,6 km",1.492,1.826,360m,2:15h,Pàrking pueblo de Estana,Estana,https://www.rutaspirineos.org/rutas/prat-de-cadi-desde-estana,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-prat-de-cadi-desde-estana_es.pdf,11/11/2025
208,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Montellá y Martinet,Circular a Prat de Cadí por el collado de Pallers,Paisajes pintorescos;Familias y niños;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"8,3 km",1474.0,1831.0,472m,2:55h,Iglesia de Sant Climent,Estana,https://www.rutaspirineos.org/rutas/prat-de-cadi-pel-coll-de-pallers-estana,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-prat-de-cadi-pel-coll-de-pallers-estana_es.pdf,11/11/2025
209,España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Prullans,La cueva de Anes desde Prullans,Paisajes pintorescos;Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"11,7 km",1.102,1.65,585m,4:30h,Hotel Muntanya de Prullans,Prullans,https://www.rutaspirineos.org/rutas/prullans-cova-anes-la-cerdanya,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-prullans-cova-anes-la-cerdanya_es.pdf,11/11/2025
210,España,Cataluña,Gerona,Gironés,El valle del Ter,Canet de Adri,El volcán del Puig d'Adri,"Paisajes pintorescos;Lagos, ríos y cascadas;Familias y niños",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","6,5 km",223.0,355.0,185m,1:35h,Vecindario de Adri,Canet d'Adri,https://www.rutaspirineos.org/rutas/puig-adri-les-gorgues-de-canet-adri,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-puig-adri-les-gorgues-de-canet-adri_es.pdf,11/11/2025
211,España,Cataluña,Gerona,Bajo Ampurdán,Las Gavarres (Bajo Ampurdán),Calonge,Puig Cargol y la llanura de Calonge,Familias y niños;Rutas circulares;Ascensiones media montaña,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"11,2 km",24.0,357.0,411m,3:05h,Calonge,Calonge,https://www.rutaspirineos.org/rutas/puig-cargol-i-la-plana-calongina-des-de-calonge,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-puig-cargol-i-la-plana-calongina-des-de-calonge_es.pdf,11/11/2025
212,España,Cataluña,Gerona,Gironés,Ardenya-Cadiretes (Gironés),Llagostera,Puig de Cadiretes (519m) en la Ardenya,Patrimonio histórico;Ascensiones media montaña;Familias y niños,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,9 km",462.0,519.0,75m,0:55h,Carretera - punto km 9,Llagostera,https://www.rutaspirineos.org/rutas/puig-de-cadiretes-llagostera,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-puig-de-cadiretes-llagostera_es.pdf,11/11/2025
213,España,Cataluña,Gerona,El Ripollés,Valle de Ribes y Nuria,Queralbs,Puigmal (2.913m) por Fontalba,Rutas circulares;Ascensiones alta montaña,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",15 km,1.98,2.913,1.000m,4:30h,Collada de Fontalba,Queralbs,https://www.rutaspirineos.org/rutas/puigmal-por-fontalba,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-puigmal-por-fontalba_es.pdf,11/11/2025
214,España,Cataluña,Gerona,Cerdaña (Gerona),Valle de la Cerdaña (Gerona),Meranges,Puigpedrós (2.915m) por Engorgs desde el refugio de Malniu,"Lagos, ríos y cascadas;Rutas circulares;Ascensiones alta montaña",Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","13,1 km",2.13,2.915,900m,6:00h,Refugio de Malniu,Meranges,https://www.rutaspirineos.org/rutas/puigpedros-por-engorgs-desde-el-refugio-del-malniu,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-puigpedros-por-engorgs-desde-el-refugio-del-malniu_es.pdf,11/11/2025
215,España,Cataluña,Gerona,Garrotxa,La comarca de Olot,Vall de Bas,Puigsacalm (1.515m) y Puig dels Llops (1.486m) desde Joanetes,Rutas circulares;Ascensiones media montaña;Paisajes pintorescos,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"10,6 km",604.0,1.511,1.010m,7:40h,Iglesia de Sant Romà,Joanetes,https://www.rutaspirineos.org/rutas/puigsacalm-y-puig-dels-llops-desde-joanetes,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-puigsacalm-y-puig-dels-llops-desde-joanetes_es.pdf,11/11/2025
216,Andorra,Parroquia de Andorra la Vella,Andorra la Vella,,,,Itinerario del Rec del Solà,Paisajes pintorescos;Familias y niños,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","4,4 km",1.08,1.122,50m,1:25h,Final calle de Les Canals,Andorra la Vella,https://www.rutaspirineos.org/rutas/rec-del-sola-andorra-la-vella,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-rec-del-sola-andorra-la-vella_es.pdf,11/11/2025
217,España,Cataluña,Gerona,El Ripollés,Valle de Ribes y Nuria,Ribes de Freser,Por Campelles y Ribes de Freser bajo la mirada del Taga,Rutas circulares;Patrimonio histórico;Paisajes pintorescos,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"14,6 km",840.0,1.305,720m,4:00h,Puente Ribes de Freser (N-260),Ribes de Freser,https://www.rutaspirineos.org/rutas/ribes-de-freser-campelles-sota-mirada-taga,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ribes-de-freser-campelles-sota-mirada-taga_es.pdf,11/11/2025
218,Francia,Languedoc-Rosellón,Pirineos Orientales,Capcir,Puyvalador,,Roc de Madres (2.469m) desde Odelló,Ascensiones alta montaña;Raquetas de nieve,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16 km,1.51,2.469,1.150m,5:25h,Centro del pueblo Odelló de Ral,Odelló de Ral,https://www.rutaspirineos.org/rutas/roc-de-madres-desde-odello,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-roc-de-madres-desde-odello_es.pdf,11/11/2025
219,España,Cataluña,Lérida,Solsonés,Port del Comte,Odèn-Cambrils,Circular a la Roca de Canalda,Paisajes pintorescos;Familias y niños;Patrimonio histórico;Rutas circulares,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","6,8 km",1.184,1.405,240m,2:05h,Canalda,Canalda,https://www.rutaspirineos.org/rutas/roca-de-canalda,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-roca-de-canalda_es.pdf,11/11/2025
220,España,Cataluña,Gerona,Alto Ampurdán,Las Salinas y la Albera,La Vajol,Ruta del Exilio de La Vajol,Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"12,7 km",511.0,720.0,464m,3:45h,Aparcamiento La Vajol,La Vajol,https://www.rutaspirineos.org/rutas/ruta-de-exili-de-la-vajol-les-illes,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-de-exili-de-la-vajol-les-illes_es.pdf,11/11/2025
221,España,Cataluña,Lérida,Alta Ribagorza,Valle de Barrabés (Lérida),Senet de Barrabés,Ruta de la fauna de Senet,Familias y niños;Rutas circulares;Flora y fauna,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"5,8 km",1.291,1.716,465m,2:00h,Centro de Información de Senet,Senet de Barrabés,https://www.rutaspirineos.org/rutas/ruta-de-la-fauna-senet-alta-ribagorca,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-de-la-fauna-senet-alta-ribagorca_es.pdf,11/11/2025
222,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Planell de Aigüestortes y Estany de la Llebreta,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas;Flora y fauna",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"14,6 km",1.38,1.83,500m,4:10h,Palanca de la Molina,Boí,https://www.rutaspirineos.org/rutas/ruta-de-la-lludriga-llebreta-planell-aiguestortes,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-de-la-lludriga-llebreta-planell-aiguestortes_es.pdf,11/11/2025
223,España,Aragón,Huesca,Sobrarbe,Valle de Escuaín,Tella-Sin,Ruta de las ermitas de Tella,Familias y niños;Patrimonio histórico;Rutas circulares,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","2,3 km",1.339,1.396,80m,1:00h,Iglesia de San Martín de Tella,Tella,https://www.rutaspirineos.org/rutas/ruta-de-las-ermitas-tella-gargantas-escuain-ordesa,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-de-las-ermitas-tella-gargantas-escuain-ordesa_es.pdf,11/11/2025
224,España,Cataluña,Gerona,La Selva,Sierra de Marina,Lloret de Mar,Ruta de las ermitas de Lloret de Mar,"Patrimonio histórico;Rutas circulares;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,19 km,4.0,156.0,270m,5:00h,Museo del Mar,Lloret de Mar,https://www.rutaspirineos.org/rutas/ruta-de-les-ermites-lloret-de-mar,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-de-les-ermites-lloret-de-mar_es.pdf,11/11/2025
225,España,Cataluña,Lérida,Pallars Sobirá,Valle de Siarb,Soriguera,Ruta de las fuentes de Llagunes,"Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","2,7 km",1.27,1.32,90m,0:45h,Llagunes - Refugio Vall de Siarb,Llagunes,https://www.rutaspirineos.org/rutas/ruta-de-les-fonts-llagunes,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-de-les-fonts-llagunes_es.pdf,11/11/2025
226,España,Cataluña,Lérida,Solsonés,Meseta del Solsonés,Pinell de Solsonès,Ruta de las Mentiras en Pinell de Solsonès,Rutas circulares;Patrimonio histórico;Familias y niños,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"11,9 km",552.0,671.0,240m,2:45h,Iglesia de Sant Miquel,Pinell de Solsonès,https://www.rutaspirineos.org/rutas/ruta-de-les-mentides-pinell-de-solsones,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-de-les-mentides-pinell-de-solsones_es.pdf,11/11/2025
227,España,Cataluña,Gerona,La Selva,Depresión de la Selva,La Cellera de Ter,Ruta de las canteras de la Cellera de Ter,"Rutas circulares;Lagos, ríos y cascadas;Paisajes pintorescos",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"9,3 km",160.0,458.0,475m,2:40h,Zona verde - carretera vieja,La Cellera de Ter,https://www.rutaspirineos.org/rutas/ruta-de-les-pedreres-sl-c9-cellera-de-ter,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-de-les-pedreres-sl-c9-cellera-de-ter_es.pdf,11/11/2025
228,España,Cataluña,Gerona,La Selva,Depresión de la Selva,Amer,Ruta Voramera y Vía Verde en Amer,"Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"9,1 km",160.0,220.0,120m,2:15h,Puente de Santa Brígida,Amer,https://www.rutaspirineos.org/rutas/ruta-de-voramea-via-verda-carrilet-amer,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-de-voramea-via-verda-carrilet-amer_es.pdf,11/11/2025
229,Andorra,Parroquia de Ordino,Llorts,,,,Ruta del Hierro (Llorts-La Cortinada),Familias y niños;Patrimonio histórico,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","7,6 km",1.33,1.431,101m,2:10h,Mina de Llorts / La Cortinada,Llorts,https://www.rutaspirineos.org/rutas/ruta-del-ferro-a-ordino-llorts-la-cortinada,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-del-ferro-a-ordino-llorts-la-cortinada_es.pdf,11/11/2025
230,España,Cataluña,Barcelona,Berguedá,Alto Llobregat,Bagá,Ruta del Trencapinyes y mirador de Els Orris,Familias y niños;Flora y fauna;Rutas circulares,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","2,5 km",1.797,1.915,130m,0:40h,Parking Ruta Trencapinyes,Bagá,https://www.rutaspirineos.org/rutas/ruta-del-trencapinyes-al-mirador-dels-orris,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-del-trencapinyes-al-mirador-dels-orris_es.pdf,11/11/2025
231,España,Cataluña,Gerona,La Selva,Depresión de la Selva,Vidreres,Ruta de los pantanos de Llobet en Vidreres,"Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"9,1 km",81.0,139.0,85m,2:15h,Pabellón deportivo de Vidreres,Vidreres,https://www.rutaspirineos.org/rutas/ruta-dels-pantans-den-llobet-vidreres,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-dels-pantans-den-llobet-vidreres_es.pdf,11/11/2025
232,España,Cataluña,Barcelona,Berguedá,Alto Llobregat,Vilada,Por los alrededores de Vilada en el Berguedá,"Patrimonio histórico;Lagos, ríos y cascadas;Rutas circulares",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"14,8 km",629.0,1.038,670m,4:00h,Parc dels Gronxadors,Vilada,https://www.rutaspirineos.org/rutas/ruta-pels-entorns-de-vilada-bergueda,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-pels-entorns-de-vilada-bergueda_es.pdf,11/11/2025
233,España,Cataluña,Lérida,Pallars Sobirá,El Valle de Àssua y el Batlliu de Sort,Sort,La ermita de Sant Romà de Estac,Familias y niños;Patrimonio histórico,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,9 km",1.16,1.44,280m,1:50h,Iglesia de Sant Marçal,Estac,https://www.rutaspirineos.org/rutas/ruta-sant-roma-estac-pallars,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-sant-roma-estac-pallars_es.pdf,11/11/2025
234,España,Cataluña,Barcelona,Bajo Llobregat,Sant Llorenç del Munt i l'Obac - El Cairat,Olesa de Montserrat,Subida a la ermita de Sant Salvador de les Espases,Patrimonio histórico;Familias y niños,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","4,3 km",98.0,413.0,+350 m / -350 m,1:45 h,Camino de Can Tovella (La Puda),Olesa de Montserrat,https://www.rutaspirineos.org/rutas/ruta-sant-salvador-espases,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-sant-salvador-espases_es.pdf,11/11/2025
235,España,Cataluña,Barcelona,Bajo Llobregat,Sant Llorenç del Munt i l'Obac - El Cairat,Rocafort y Vilumara,Ruta a las Tinas del valle del Flequer,Rutas circulares;Patrimonio histórico;Familias y niños,Baja,"Paseos cortos, con poco desnivel y sin dificultades.",6 km,265.0,345.0,+ 130 m / - 130 m,2:00 h,Aparcamiento de Ca n’Oristrell,Pont de Vilomara,https://www.rutaspirineos.org/rutas/ruta-tines-valle-del-flequer,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-tines-valle-del-flequer_es.pdf,11/11/2025
236,España,Cataluña,Barcelona,Berguedá,Alto Llobregat,Cercs,El tranvía de sangre,"Patrimonio histórico;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"19,3 km",712.0,798.0,317m,5:50h,Escuela de Sant Jordi de Cercs,Cercs,https://www.rutaspirineos.org/rutas/ruta-tramvia-de-sang-cercs-berga,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-tramvia-de-sang-cercs-berga_es.pdf,11/11/2025
237,España,Cataluña,Lérida,Pallars Sobirá,Las Valls d'Àneu,Esterri d´Àneu,Descubriendo el valle de Unarre,Paisajes pintorescos;Familias y niños;Patrimonio histórico;Rutas circulares,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,9 km",1198.0,1.422,230m,1:30h,Unarre,Unarre,https://www.rutaspirineos.org/rutas/ruta-unarre-cerbi-auros,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-ruta-unarre-cerbi-auros_es.pdf,11/11/2025
238,España,Cataluña,Gerona,Garrotxa,La comarca de Olot,Vall de Bas,Salto de Sallent desde el Pla d'en Xurri,"Lagos, ríos y cascadas;Rutas circulares",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"6,5 km",604.0,1.031,650m,2:45h,Área de picnic Pla d'en Xurri,Sant Privat d'en Bas,https://www.rutaspirineos.org/rutas/salt-de-sallent-desde-el-pla-den-xurri,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-salt-de-sallent-desde-el-pla-den-xurri_es.pdf,11/11/2025
239,España,Cataluña,Barcelona,Moianès,El valle de Marfà,Castellcir,Molino de Brotons y salto de la Tosca en el valle de Marfà,"Patrimonio histórico;Rutas circulares;Lagos, ríos y cascadas",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,10 km,535.0,655.0,+275 m / -275 m,3:40 h,Puente de la Fàbrega,Castellterçol,https://www.rutaspirineos.org/rutas/salt-moli-de-brotons-vall-marfa,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-salt-moli-de-brotons-vall-marfa_es.pdf,11/11/2025
240,España,Cataluña,Barcelona,Berguedá,Bajo Berguedá,La Quar,Ruta circular por la Quar del Berguedá,Rutas circulares;Patrimonio histórico,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"15,1 km",1.117,764.0,750m,4:10h,Sant Maurici de la Quar,La Quar,https://www.rutaspirineos.org/rutas/sant-maurici-la-quar-la-portella-bergueda,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-sant-maurici-la-quar-la-portella-bergueda_es.pdf,11/11/2025
241,España,Cataluña,Gerona,El Ripollés,Bajo Ripollés y Montgrony,Gombrèn,Camino antiguo del santuario de Montgrony desde Gombrèn,Familias y niños;Patrimonio histórico,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"6,2 km",909.0,1.403,500m,2:50h,Plaza del Roser (Gombrèn),Gombrèn,https://www.rutaspirineos.org/rutas/santuari-de-montgrony-gombren-ripolles,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-santuari-de-montgrony-gombren-ripolles_es.pdf,11/11/2025
242,España,Cataluña,Lérida,Solsonés,Meseta del Solsonés,Riner,Del santuario del Miracle a la Alzina,Familias y niños;Patrimonio histórico,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","7,6 km",722.0,834.0,275m,2:05h,Santuario del Miracle,Su,https://www.rutaspirineos.org/rutas/santuari-del-miracle-alzina-gr-7,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-santuari-del-miracle-alzina-gr-7_es.pdf,11/11/2025
243,España,Cataluña,Lérida,Val d'Aran,Naut Aran,Salardú,"Montgarri, un santuario entre el Aran y el Pallars",Paisajes pintorescos;Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"10,6 km",1.653,1.845,205m,2:20h,Pla de Beret,Salardú,https://www.rutaspirineos.org/rutas/santuario-de-montgarri-desde-el-plan-de-beret,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-santuario-de-montgarri-desde-el-plan-de-beret_es.pdf,11/11/2025
244,España,Cataluña,Barcelona,Berguedá,Bajo Berguedá,Berga,Santuario de Queralt desde Berga,Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"5,5 km",730.0,1.156,426m,2:20h,Plaza de Sant Francesc - Berga,Berga,https://www.rutaspirineos.org/rutas/santuario-de-queralt-desde-berga,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-santuario-de-queralt-desde-berga_es.pdf,11/11/2025
245,España,Cataluña,Lérida,Val d'Aran,Vielha-Mijaran,Arròs,Saut deth Pish en el valle de Varradós,"Lagos, ríos y cascadas;Paisajes pintorescos;Familias y niños",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","1,2 km",1.556,1.612,90m,0:45h,Plan des Artiguetes,Arrós,https://www.rutaspirineos.org/rutas/saut-deth-pish,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-saut-deth-pish_es.pdf,11/11/2025
246,España,Aragón,Huesca,Sobrarbe,Valle de Pineta,Bielsa,Sendero accesible del Cornato en valle de Pineta,Movilidad reducida,,,,,,,,,,https://www.rutaspirineos.org/rutas/senda-adaptada-de-cornato-pineta,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-senda-adaptada-de-cornato-pineta_es.pdf,11/11/2025
247,España,Aragón,Huesca,Sobrarbe,Valle de Ordesa,Torla,Sendero adaptado de la Pradera de Ordesa,Movilidad reducida,,,,,,,,,,https://www.rutaspirineos.org/rutas/sendero-adaptado-pradera-de-ordesa,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-sendero-adaptado-pradera-de-ordesa_es.pdf,11/11/2025
248,España,Cataluña,Gerona,El Ripollés,Bajo Ripollés y Montgrony,Vallfogona de Ripollès,La sierra de Puig d'Estela en Vallfogona de Ripollès,Rutas circulares;Patrimonio histórico,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"12,2 km",947.0,1.3,405m,3:20h,Calle Puig Estela,Vallfogona de Ripollès,https://www.rutaspirineos.org/rutas/serra-del-puig-estela-des-de-vallfogona-de-ripolles,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-serra-del-puig-estela-des-de-vallfogona-de-ripolles_es.pdf,11/11/2025
249,España,Cataluña,Lérida,Solsonés,Port del Comte,Odèn-Cambrils,Serra Seca y el Pla de les Guàrdies desde Cambrils,Paisajes pintorescos;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"11,0 km",1.037,1.4,490m,3:20h,Cambrils - Pista de la Comella,Cambrils,https://www.rutaspirineos.org/rutas/serra-seca-pla-de-les-guardies-cambrils-solsones,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-serra-seca-pla-de-les-guardies-cambrils-solsones_es.pdf,11/11/2025
